Município,Cód. IBGE,UF,Região,Fabricante,Doses Aplicadas,Dose 1,Dose 2
Chorrochó,290770,BA,Nordeste,PFIZER/BIONTECH,3467,2546,921
Chorrochó,290770,BA,Nordeste,BUTANTAN/SINOVAC,3212,1725,1487
Chorrochó,290770,BA,Nordeste,JANSSEN,124,0,0
Chuí,430543,RS,Sul,FIOCRUZ/ASTRAZENECA,1958,1095,863
Chuí,430543,RS,Sul,BUTANTAN/SINOVAC,1606,808,798
Chuí,430543,RS,Sul,PFIZER/BIONTECH,1218,736,482
Chuí,430543,RS,Sul,JANSSEN,156,0,0
Chupinguaia,110092,RO,Norte,PFIZER/BIONTECH,4252,3109,1143
Chupinguaia,110092,RO,Norte,FIOCRUZ/ASTRAZENECA,3663,2060,1603
Chupinguaia,110092,RO,Norte,BUTANTAN/SINOVAC,2448,1356,1092
Chupinguaia,110092,RO,Norte,JANSSEN,213,0,0
Chuvisca,430544,RS,Sul,FIOCRUZ/ASTRAZENECA,3252,1757,1495
Chuvisca,430544,RS,Sul,PFIZER/BIONTECH,2069,1259,810
Chuvisca,430544,RS,Sul,BUTANTAN/SINOVAC,1768,942,826
Chuvisca,430544,RS,Sul,JANSSEN,144,0,0
Cianorte,410550,PR,Sul,FIOCRUZ/ASTRAZENECA,47818,24652,23166
Cianorte,410550,PR,Sul,PFIZER/BIONTECH,33037,21539,11498
Cianorte,410550,PR,Sul,BUTANTAN/SINOVAC,27161,14113,13048
Cianorte,410550,PR,Sul,JANSSEN,3306,0,0
Cícero Dantas,290780,BA,Nordeste,FIOCRUZ/ASTRAZENECA,17657,9382,8275
Cícero Dantas,290780,BA,Nordeste,BUTANTAN/SINOVAC,12935,7089,5846
Cícero Dantas,290780,BA,Nordeste,PFIZER/BIONTECH,10258,7511,2747
Cícero Dantas,290780,BA,Nordeste,JANSSEN,383,0,0
Cidade Gaúcha,410560,PR,Sul,FIOCRUZ/ASTRAZENECA,8431,4374,4057
Cidade Gaúcha,410560,PR,Sul,PFIZER/BIONTECH,4199,2785,1414
Cidade Gaúcha,410560,PR,Sul,BUTANTAN/SINOVAC,3800,1962,1838
Cidade Gaúcha,410560,PR,Sul,JANSSEN,279,0,0
Cidade Ocidental,520549,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,43657,28539,15118
Cidade Ocidental,520549,GO,Centro-Oeste,BUTANTAN/SINOVAC,34968,19596,15372
Cidade Ocidental,520549,GO,Centro-Oeste,PFIZER/BIONTECH,3963,3767,196
Cidade Ocidental,520549,GO,Centro-Oeste,JANSSEN,1621,0,0
Cidelândia,210325,MA,Nordeste,FIOCRUZ/ASTRAZENECA,5537,3510,2027
Cidelândia,210325,MA,Nordeste,BUTANTAN/SINOVAC,4392,2275,2117
Cidelândia,210325,MA,Nordeste,PFIZER/BIONTECH,3056,2334,722
Cidelândia,210325,MA,Nordeste,JANSSEN,126,0,0
Cidreira,430545,RS,Sul,FIOCRUZ/ASTRAZENECA,12043,6309,5734
Cidreira,430545,RS,Sul,BUTANTAN/SINOVAC,8155,4473,3682
Cidreira,430545,RS,Sul,PFIZER/BIONTECH,4543,3119,1424
Cidreira,430545,RS,Sul,JANSSEN,665,0,0
Cipó,290790,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9489,5371,4118
Cipó,290790,BA,Nordeste,PFIZER/BIONTECH,6545,4758,1787
Cipó,290790,BA,Nordeste,BUTANTAN/SINOVAC,6147,3413,2734
Cipó,290790,BA,Nordeste,JANSSEN,200,0,0
Cipotânea,311630,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3553,1791,1762
Cipotânea,311630,MG,Sudeste,BUTANTAN/SINOVAC,2746,1374,1372
Cipotânea,311630,MG,Sudeste,PFIZER/BIONTECH,2244,1579,665
Cipotânea,311630,MG,Sudeste,JANSSEN,96,0,0
Ciríaco,430550,RS,Sul,FIOCRUZ/ASTRAZENECA,3154,1623,1531
Ciríaco,430550,RS,Sul,BUTANTAN/SINOVAC,1875,942,933
Ciríaco,430550,RS,Sul,PFIZER/BIONTECH,1458,925,533
Ciríaco,430550,RS,Sul,JANSSEN,100,0,0
Claraval,311640,MG,Sudeste,FIOCRUZ/ASTRAZENECA,2910,1546,1364
Claraval,311640,MG,Sudeste,BUTANTAN/SINOVAC,2038,1068,970
Claraval,311640,MG,Sudeste,PFIZER/BIONTECH,1532,998,534
Claraval,311640,MG,Sudeste,JANSSEN,64,0,0
Claro Dos Poções,311650,MG,Sudeste,FIOCRUZ/ASTRAZENECA,5005,2653,2352
Claro Dos Poções,311650,MG,Sudeste,BUTANTAN/SINOVAC,2729,1393,1336
Claro Dos Poções,311650,MG,Sudeste,PFIZER/BIONTECH,1960,1528,432
Claro Dos Poções,311650,MG,Sudeste,JANSSEN,91,0,0
Cláudia,510305,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,6089,3263,2826
Cláudia,510305,MT,Centro-Oeste,PFIZER/BIONTECH,3388,2357,1031
Cláudia,510305,MT,Centro-Oeste,BUTANTAN/SINOVAC,2275,1173,1102
Cláudia,510305,MT,Centro-Oeste,JANSSEN,678,0,0
Cláudio,311660,MG,Sudeste,FIOCRUZ/ASTRAZENECA,16589,9181,7408
Cláudio,311660,MG,Sudeste,PFIZER/BIONTECH,13888,8871,5017
Cláudio,311660,MG,Sudeste,BUTANTAN/SINOVAC,11232,5967,5265
Cláudio,311660,MG,Sudeste,JANSSEN,772,0,0
Clementina,351190,SP,Sudeste,FIOCRUZ/ASTRAZENECA,5156,2435,2721
Clementina,351190,SP,Sudeste,BUTANTAN/SINOVAC,3904,1915,1989
Clementina,351190,SP,Sudeste,PFIZER/BIONTECH,3145,1644,1501
Clementina,351190,SP,Sudeste,JANSSEN,284,0,0
Clevelândia,410570,PR,Sul,FIOCRUZ/ASTRAZENECA,9126,4733,4393
Clevelândia,410570,PR,Sul,PFIZER/BIONTECH,6476,4337,2139
Clevelândia,410570,PR,Sul,BUTANTAN/SINOVAC,5784,3077,2707
Clevelândia,410570,PR,Sul,JANSSEN,339,0,0
Coaraci,290800,BA,Nordeste,FIOCRUZ/ASTRAZENECA,10761,6005,4756
Coaraci,290800,BA,Nordeste,BUTANTAN/SINOVAC,6849,3770,3079
Coaraci,290800,BA,Nordeste,PFIZER/BIONTECH,4726,3772,954
Coaraci,290800,BA,Nordeste,JANSSEN,238,0,0
Coari,130120,AM,Norte,FIOCRUZ/ASTRAZENECA,41476,26858,14618
Coari,130120,AM,Norte,BUTANTAN/SINOVAC,11668,6174,5494
Coari,130120,AM,Norte,PFIZER/BIONTECH,3585,3490,95
Coari,130120,AM,Norte,JANSSEN,567,0,0
Cocal,220270,PI,Nordeste,FIOCRUZ/ASTRAZENECA,11693,6144,5549
Cocal,220270,PI,Nordeste,BUTANTAN/SINOVAC,9562,5162,4400
Cocal,220270,PI,Nordeste,PFIZER/BIONTECH,9378,6189,3189
Cocal,220270,PI,Nordeste,JANSSEN,366,0,0
Cocal De Telha,220271,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2391,1260,1131
Cocal De Telha,220271,PI,Nordeste,BUTANTAN/SINOVAC,2135,1140,995
Cocal De Telha,220271,PI,Nordeste,PFIZER/BIONTECH,1906,1261,645
Cocal De Telha,220271,PI,Nordeste,JANSSEN,95,0,0
Cocal Do Sul,420425,SC,Sul,FIOCRUZ/ASTRAZENECA,11287,5762,5525
Cocal Do Sul,420425,SC,Sul,PFIZER/BIONTECH,7624,4319,3305
Cocal Do Sul,420425,SC,Sul,BUTANTAN/SINOVAC,5937,3065,2872
Cocal Do Sul,420425,SC,Sul,JANSSEN,560,0,0
Cocal Dos Alves,220272,PI,Nordeste,FIOCRUZ/ASTRAZENECA,2895,1632,1263
Cocal Dos Alves,220272,PI,Nordeste,PFIZER/BIONTECH,2682,1834,848
Cocal Dos Alves,220272,PI,Nordeste,BUTANTAN/SINOVAC,2413,1320,1093
Cocal Dos Alves,220272,PI,Nordeste,JANSSEN,90,0,0
Cocalinho,510310,MT,Centro-Oeste,FIOCRUZ/ASTRAZENECA,3677,2030,1647
Cocalinho,510310,MT,Centro-Oeste,BUTANTAN/SINOVAC,2336,1243,1093
Cocalinho,510310,MT,Centro-Oeste,PFIZER/BIONTECH,2208,1589,619
Cocalinho,510310,MT,Centro-Oeste,JANSSEN,110,0,0
Cocalzinho De Goiás,520551,GO,Centro-Oeste,FIOCRUZ/ASTRAZENECA,11043,5963,5080
Cocalzinho De Goiás,520551,GO,Centro-Oeste,PFIZER/BIONTECH,7346,5601,1745
Cocalzinho De Goiás,520551,GO,Centro-Oeste,BUTANTAN/SINOVAC,6560,3537,3023
Cocalzinho De Goiás,520551,GO,Centro-Oeste,JANSSEN,330,0,0
Cocos,290810,BA,Nordeste,FIOCRUZ/ASTRAZENECA,9255,4744,4511
Cocos,290810,BA,Nordeste,BUTANTAN/SINOVAC,8441,4509,3932
Cocos,290810,BA,Nordeste,PFIZER/BIONTECH,8069,5177,2892
Cocos,290810,BA,Nordeste,JANSSEN,214,0,0
Codajás,130130,AM,Norte,FIOCRUZ/ASTRAZENECA,11257,7312,3945
Codajás,130130,AM,Norte,BUTANTAN/SINOVAC,4907,2741,2166
Codajás,130130,AM,Norte,PFIZER/BIONTECH,2029,1876,153
Codajás,130130,AM,Norte,JANSSEN,256,0,0
Codó,210330,MA,Nordeste,FIOCRUZ/ASTRAZENECA,55008,30177,24831
Codó,210330,MA,Nordeste,PFIZER/BIONTECH,45941,32341,13600
Codó,210330,MA,Nordeste,BUTANTAN/SINOVAC,20539,11093,9446
Codó,210330,MA,Nordeste,JANSSEN,1025,0,0
Coelho Neto,210340,MA,Nordeste,FIOCRUZ/ASTRAZENECA,21114,11587,9527
Coelho Neto,210340,MA,Nordeste,BUTANTAN/SINOVAC,18927,9995,8932
Coelho Neto,210340,MA,Nordeste,PFIZER/BIONTECH,9177,6791,2386
Coelho Neto,210340,MA,Nordeste,JANSSEN,408,0,0
Coimbra,311670,MG,Sudeste,FIOCRUZ/ASTRAZENECA,3905,2113,1792
Coimbra,311670,MG,Sudeste,PFIZER/BIONTECH,3408,2379,1029
Coimbra,311670,MG,Sudeste,BUTANTAN/SINOVAC,2808,1507,1301
Coimbra,311670,MG,Sudeste,JANSSEN,95,0,0
Coité Do Nóia,270200,AL,Nordeste,FIOCRUZ/ASTRAZENECA,5002,2660,2342
Coité Do Nóia,270200,AL,Nordeste,PFIZER/BIONTECH,3790,3089,701
Coité Do Nóia,270200,AL,Nordeste,BUTANTAN/SINOVAC,3253,1668,1585
Coité Do Nóia,270200,AL,Nordeste,JANSSEN,323,0,0
